id,name,bizTag,meta.Project,meta.Version,meta.Resource,meta.Name,detail,chargingMethod,fullDose,fullPath,url,orderMark,supportAppTypes,tags,updateTime,isCharge,meta.Type,docPath
6987691292973940737,下载人脸图片,acs,acs,v1,user.face,get,对于已经录入人脸图片的用户，可以使用该接口下载用户人脸图片。{尝试一下}(url=/api/tools/api_explore/api_explore_config?project=acs&version=v1&resource=user.face&method=get),none,true,/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user-face/get,GET:/open-apis/acs/v1/users/:user_id/face,2,"[""isv"", ""custom""]",[],1671441936,false,1,https://open.feishu.cn/document/server-docs/acs-v1/user/get-2
6987691292973924353,上传人脸图片,acs,acs,v1,user.face,update,用户需要录入人脸图片才可以使用门禁考勤机。使用该 API 上传门禁用户的人脸图片。{尝试一下}(url=/api/tools/api_explore/api_explore_config?project=acs&version=v1&resource=user.face&method=update),none,true,/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user-face/update,PUT:/open-apis/acs/v1/users/:user_id/face,3,"[""isv"", ""custom""]",[],1671441936,false,1,https://open.feishu.cn/document/server-docs/acs-v1/user/update
7321978105899057180,添加访客,acs,acs,v1,visitor,create,添加访客,none,true,/document/uAjLw4CM/ukTMukTMukTM/acs-v1/visitor/create,POST:/open-apis/acs/v1/visitors,1704707085870,"[""isv"", ""custom""]",[],1704791410,false,1,https://open.feishu.cn/document/acs-v1/visitor/create
7321978105899139100,删除访客,acs,acs,v1,visitor,delete,删除访客,none,true,/document/uAjLw4CM/ukTMukTMukTM/acs-v1/visitor/delete,DELETE:/open-apis/acs/v1/visitors/:visitor_id,1704707117145,"[""isv"", ""custom""]",[],1704791398,false,1,https://open.feishu.cn/document/acs-v1/visitor/delete
6954303251601309723,获取部门维度的用户活跃和功能使用数据,admin,admin,v1,admin_dept_stat,list,该接口用于获取部门维度的用户活跃和功能使用数据，即IM（即时通讯）、日历、云文档、音视频会议、邮箱功能的使用数据。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/admin_dept_stat/list,GET:/open-apis/admin/v1/admin_dept_stats,1672135636388,"[""custom""]",[],1756779600,true,1,https://open.feishu.cn/document/server-docs/admin-v1/data-report-management/list
6954303251601276955,获取用户维度的用户活跃和功能使用数据,admin,admin,v1,admin_user_stat,list,用于获取用户维度的用户活跃和功能使用数据，即IM（即时通讯）、日历、云文档、音视频会议、邮箱功能的使用数据。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/admin_user_stat/list,GET:/open-apis/admin/v1/admin_user_stats,1672135626877,"[""custom""]",[],1732772232,true,1,https://open.feishu.cn/document/server-docs/admin-v1/data-report-management/list-2
6921713375245352988,获取行为审计日志数据,admin,admin,v1,audit_info,list,{尝试一下}(url=/api/tools/api_explore/api_explore_config?project=admin&version=v1&resource=audit_info&method=list),none,true,/document/ukTMukTMukTM/uQjM5YjL0ITO24CNykjN/audit_log/audit_data_get,GET:/open-apis/admin/v1/audit_infos,2,"[""custom""]",[],1760680617,false,1,https://open.feishu.cn/document/server-docs/security_and_compliance-v1/audit_log/audit_data_get
7104154222309146627,创建勋章,admin,admin,v1,badge,create,使用该接口可以创建一枚完整的勋章信息，一个租户下最多可创建1000枚勋章。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/create,POST:/open-apis/admin/v1/badges,5,"[""isv"", ""custom""]",[],1684228043,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge/create-2
7104154222309163011,获取勋章详情,admin,admin,v1,badge,get,可以通过该接口查询勋章的详情。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/get,GET:/open-apis/admin/v1/badges/:badge_id,1,"[""isv"", ""custom""]",[],1684228044,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge/get
7104154222309048323,获取勋章列表,admin,admin,v1,badge,list,可以通过该接口列出租户下所有的勋章，勋章的排列顺序是按照创建时间倒序排列。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/list,GET:/open-apis/admin/v1/badges,2,"[""isv"", ""custom""]",[],1684228044,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge/list
7104154222309031939,修改勋章信息,admin,admin,v1,badge,update,通过该接口可以修改勋章的信息。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/update,PUT:/open-apis/admin/v1/badges/:badge_id,4,"[""isv"", ""custom""]",[],1684228043,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge/update
7104154222309179395,创建授予名单,admin,admin,v1,badge.grant,create,通过该接口可以为特定勋章创建一份授予名单，一枚勋章下最多可创建1000份授予名单。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/create,POST:/open-apis/admin/v1/badges/:badge_id/grants,5,"[""isv"", ""custom""]",[],1684228044,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge-grant/create
7104154222309097475,删除授予名单,admin,admin,v1,badge.grant,delete,通过该接口可以删除特定授予名单的信息。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/delete,DELETE:/open-apis/admin/v1/badges/:badge_id/grants/:grant_id,4,"[""isv"", ""custom""]",[],1684228044,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge-grant/delete
7104154222309081091,获取授予名单详情,admin,admin,v1,badge.grant,get,通过该接口可以获取特定授予名单的信息。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/get,GET:/open-apis/admin/v1/badges/:badge_id/grants/:grant_id,1,"[""isv"", ""custom""]",[],1684228045,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge-grant/get
7104154222309064707,获取授予名单列表,admin,admin,v1,badge.grant,list,通过该接口可以获取特定勋章下的授予名单列表，授予名单的排列顺序按照创建时间倒序排列。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/list,GET:/open-apis/admin/v1/badges/:badge_id/grants,2,"[""isv"", ""custom""]",[],1684228045,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge-grant/list
7104154222309195779,修改授予名单,admin,admin,v1,badge.grant,update,通过该接口可以修改特定授予名单的相关信息。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/update,PUT:/open-apis/admin/v1/badges/:badge_id/grants/:grant_id,3,"[""isv"", ""custom""]",[],1684228044,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge-grant/update
7104154222309130243,上传勋章图片,admin,admin,v1,badge_image,create,通过该接口可以上传勋章详情图、挂饰图的文件，获取对应的文件key。,basic,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge_image/create,POST:/open-apis/admin/v1/badge_images,3,"[""isv"", ""custom""]",[],1684228043,true,1,https://open.feishu.cn/document/server-docs/admin-v1/badge/badge/create
7081092146976161796,重置用户的企业邮箱密码,admin,admin,v1,password,reset,重置用户的企业邮箱密码，仅当用户的邮箱和企业邮箱(别名)一致时生效，可用于处理飞书企业邮箱登录死锁的问题。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/password/reset,POST:/open-apis/admin/v1/password/reset,1646917803790,"[""custom""]",[],1680161862,false,1,https://open.feishu.cn/document/server-docs/admin-v1/password/reset
7273083612789604355,识别文件中的银行卡,ai,document_ai,v1,bank_card,recognize,银行卡识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/bank_card/recognize,POST:/open-apis/document_ai/v1/bank_card/recognize,1693364827515,"[""isv"", ""custom""]",[],1731477990,false,1,https://open.feishu.cn/document/ai/document_ai-v1/bank_card/recognize
7205462689421066244,识别文件中的名片,ai,document_ai,v1,business_card,recognize,名片识别接口，通过上传 JPG / PNG / PDF 等文件类型进行一次性的名片识别。接口适用于20MB以下的文件，适用于英文、日语的名片。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/business_card/recognize,POST:/open-apis/document_ai/v1/business_card/recognize,1677583518318,"[""isv"", ""custom""]",[],1698768487,false,1,https://open.feishu.cn/document/server-docs/ai/document_ai-v1/business_card/recognize
7249730096956735491,识别文件中的营业执照,ai,document_ai,v1,business_license,recognize,营业执照识别接口，支持JPG/JPEG/PNG/BMP/PDF五种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/business_license/recognize,POST:/open-apis/document_ai/v1/business_license/recognize,1687265924337,"[""isv"", ""custom""]",[],1731478108,false,1,https://open.feishu.cn/document/ai/document_ai-v1/business_license/recognize
7273083612789587971,识别文件中的中国护照,ai,document_ai,v1,chinese_passport,recognize,中国护照识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/chinese_passport/recognize,POST:/open-apis/document_ai/v1/chinese_passport/recognize,1693365336654,"[""isv"", ""custom""]",[],1731477977,false,1,https://open.feishu.cn/document/ai/document_ai-v1/chinese_passport/recognize
7220312184105664515,提取文件中的合同字段,ai,document_ai,v1,contract,field_extraction,支持从doc、docx和pdf文件类型中提取合同字段。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/contract/field_extraction,POST:/open-apis/document_ai/v1/contract/field_extraction,1681105040043,"[""isv"", ""custom""]",[],1731478121,false,1,https://open.feishu.cn/document/server-docs/ai/document_ai-v1/contract/field_extraction
7249730096956653571,识别文件中的驾驶证,ai,document_ai,v1,driving_license,recognize,驾驶证识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/driving_license/recognize,POST:/open-apis/document_ai/v1/driving_license/recognize,1687959791416,"[""isv"", ""custom""]",[],1731478082,false,1,https://open.feishu.cn/document/ai/document_ai-v1/driving_license/recognize
7249730096956719107,识别文件中的食品经营许可证,ai,document_ai,v1,food_manage_license,recognize,食品经营许可证识别接口，支持JPG/JPEG/PNG/BMP/PDF五种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/food_manage_license/recognize,POST:/open-apis/document_ai/v1/food_manage_license/recognize,1687961930964,"[""isv"", ""custom""]",[],1731478069,false,1,https://open.feishu.cn/document/ai/document_ai-v1/food_manage_license/recognize
7249730096956702723,识别文件中的食品生产许可证,ai,document_ai,v1,food_produce_license,recognize,食品生产许可证识别接口，支持JPG/JPEG/PNG/BMP/PDF五种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/food_produce_license/recognize,POST:/open-apis/document_ai/v1/food_produce_license/recognize,1687961762497,"[""isv"", ""custom""]",[],1731478056,false,1,https://open.feishu.cn/document/ai/document_ai-v1/food_produce_license/recognize
7319756481343766532,识别文件中的健康证,ai,document_ai,v1,health_certificate,recognize,健康证识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/health_certificate/recognize,POST:/open-apis/document_ai/v1/health_certificate/recognize,1703646819307,"[""isv"", ""custom""]",[],1731477938,false,1,https://open.feishu.cn/document/ai/document_ai-v1/health_certificate/recognize
7273083612789620739,识别文件中的港澳居民来往内地通行证,ai,document_ai,v1,hkm_mainland_travel_permit,recognize,港澳居民来往内地通行证识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/hkm_mainland_travel_permit/recognize,POST:/open-apis/document_ai/v1/hkm_mainland_travel_permit/recognize,1693366719089,"[""isv"", ""custom""]",[],1731477950,false,1,https://open.feishu.cn/document/ai/document_ai-v1/hkm_mainland_travel_permit/recognize
7249730096956637187,识别文件中的身份证,ai,document_ai,v1,id_card,recognize,身份证识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/id_card/recognize,POST:/open-apis/document_ai/v1/id_card/recognize,1687961562633,"[""isv"", ""custom""]",[],1731478042,false,1,https://open.feishu.cn/document/ai/document_ai-v1/id_card/recognize
7340987945434742812,识别文件中的简历信息,ai,document_ai,v1,resume,parse,简历信息解析接口，支持PDF/DOCX/PNG/JPG四种文件类型的一次性的识别。文件大小需要小于30M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/resume/parse,POST:/open-apis/document_ai/v1/resume/parse,1708950154155,"[""isv"", ""custom""]",[],1731477912,false,1,https://open.feishu.cn/document/ai/document_ai-v1/resume/parse
7249730096956620803,识别文件中的出租车发票,ai,document_ai,v1,taxi_invoice,recognize,出租车发票识别接口，支持JPG/JPEG/PNG/PDF/OFD五种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/taxi_invoice/recognize,POST:/open-apis/document_ai/v1/taxi_invoice/recognize,1687961399060,"[""isv"", ""custom""]",[],1733909833,false,1,https://open.feishu.cn/document/ai/document_ai-v1/taxi_invoice/recognize
7249730096956686339,识别文件中的火车票,ai,document_ai,v1,train_invoice,recognize,火车票识别接口，支持JPG/JPEG/PNG/PDF/OFD五种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/train_invoice/recognize,POST:/open-apis/document_ai/v1/train_invoice/recognize,1687961134139,"[""isv"", ""custom""]",[],1733909821,false,1,https://open.feishu.cn/document/ai/document_ai-v1/train_invoice/recognize
7273083612789571587,识别文件中的台湾居民来往大陆通行证,ai,document_ai,v1,tw_mainland_travel_permit,recognize,台湾居民来往大陆通行证识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/tw_mainland_travel_permit/recognize,POST:/open-apis/document_ai/v1/tw_mainland_travel_permit/recognize,1693365800361,"[""isv"", ""custom""]",[],1731477963,false,1,https://open.feishu.cn/document/ai/document_ai-v1/tw_mainland_travel_permit/recognize
7247054875321434114,识别文件中的增值税发票,ai,document_ai,v1,vat_invoice,recognize,增值税发票识别接口，支持JPG/JPEG/PNG/PDF/BMP/OFD六种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/vat_invoice/recognize,POST:/open-apis/document_ai/v1/vat_invoice/recognize,1687316282977,"[""isv"", ""custom""]",[],1733909845,false,1,https://open.feishu.cn/document/ai/document_ai-v1/vat_invoice/recognize
7319756481343750148,识别文件中的机动车发票,ai,document_ai,v1,vehicle_invoice,recognize,机动车发票识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/vehicle_invoice/recognize,POST:/open-apis/document_ai/v1/vehicle_invoice/recognize,1703648542938,"[""isv"", ""custom""]",[],1731477925,false,1,https://open.feishu.cn/document/ai/document_ai-v1/vehicle_invoice/recognize
7249730096956669955,识别文件中的行驶证,ai,document_ai,v1,vehicle_license,recognize,行驶证识别接口，支持JPG/JPEG/PNG/BMP四种文件类型的一次性的识别。 文件大小需要小于10M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/document_ai-v1/vehicle_license/recognize,POST:/open-apis/document_ai/v1/vehicle_license/recognize,1687960821614,"[""isv"", ""custom""]",[],1731478003,false,1,https://open.feishu.cn/document/ai/document_ai-v1/vehicle_license/recognize
6949829039872000001,识别图片中的文字,ai,optical_char_recognition,v1,image,basic_recognize,可识别图片中的文字，按图片中的区域划分，分段返回文本列表。文件大小需小于5M。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/optical_char_recognition-v1/image/basic_recognize,POST:/open-apis/optical_char_recognition/v1/image/basic_recognize,1671696184375,"[""isv"", ""custom""]",[],1731477891,false,1,https://open.feishu.cn/document/server-docs/ai/optical_char_recognition-v1/basic_recognize
6949829039872032769,识别语音文件,ai,speech_to_text,v1,speech,file_recognize,语音文件识别接口，上传整段语音文件进行一次性识别。接口适合 60 秒以内音频识别。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/speech_to_text-v1/speech/file_recognize,POST:/open-apis/speech_to_text/v1/speech/file_recognize,1671699397992,"[""isv"", ""custom""]",[],1704252041,false,1,https://open.feishu.cn/document/server-docs/ai/speech_to_text-v1/file_recognize
6949829039872016385,识别流式语音,ai,speech_to_text,v1,speech,stream_recognize,语音流式接口，将整个音频文件分片进行传入模型。能够实时返回数据。建议每个音频分片的大小为 100-200ms。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/speech_to_text-v1/speech/stream_recognize,POST:/open-apis/speech_to_text/v1/speech/stream_recognize,1671699389692,"[""isv"", ""custom""]",[],1731993724,false,1,https://open.feishu.cn/document/server-docs/ai/speech_to_text-v1/stream_recognize
6949829039872049153,识别文本语种,ai,translation,v1,text,detect,机器翻译 (MT)，支持 100 多种语言识别，返回符合 ISO 639-1 标准。,none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/translation-v1/text/detect,POST:/open-apis/translation/v1/text/detect,1671696274207,"[""isv"", ""custom""]",[],1704252041,false,1,https://open.feishu.cn/document/server-docs/ai/translation-v1/detect
6949829039871983617,翻译文本,ai,translation,v1,text,translate,"机器翻译 (MT)，支持以下语种互译： ""zh"": 汉语； ""zh-Hant"": 繁体汉语； ""en"": 英语； ""ja"": 日语； ""ru"": 俄语； ""de"": 德语； ""fr"": 法语； ""it"": 意大利语； ""pl"": 波兰语； ""th"": 泰语； ""hi"": 印地语； ""id"": 印尼语； ""es"": 西班牙语； ""pt"": 葡萄牙语； ""ko"": 朝鲜语； ""vi"": 越南语；",none,true,/document/uAjLw4CM/ukTMukTMukTM/reference/ai/translation-v1/text/translate,POST:/open-apis/translation/v1/text/translate,1671696264647,"[""isv"", ""custom""]",[],1736758093,false,1,https://open.feishu.cn/document/server-docs/ai/translation-v1/translate
7358047310868316164,创建会话,aily,aily,v1,aily_session,create,该 API 用于创建与某个飞书 Aily 应用的一次会话（Session）；当创建会话成功后，可以发送消息、创建运行。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/create,POST:/open-apis/aily/v1/sessions,4,"[""custom""]",[],1752154881,false,1,https://open.feishu.cn/document/aily-v1/aily_session/create
7358047310868267012,删除会话,aily,aily,v1,aily_session,delete,该 API 用于删除与某个飞书 Aily 应用的一次会话（Session）。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/delete,DELETE:/open-apis/aily/v1/sessions/:aily_session_id,1,"[""custom""]",[],1752154916,false,1,https://open.feishu.cn/document/aily-v1/aily_session/delete
7358047310868250628,获取会话,aily,aily,v1,aily_session,get,该 API 用于获取与某个飞书 Aily 应用的一次会话（Session）的详细信息，包括会话的状态、渠道上下文、创建时间等。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/get,GET:/open-apis/aily/v1/sessions/:aily_session_id,2,"[""custom""]",[],1752154904,false,1,https://open.feishu.cn/document/aily-v1/aily_session/get
7358047310868234244,更新会话,aily,aily,v1,aily_session,update,该 API 用于更新与某个飞书 Aily 应用的一次会话（Session）的信息。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/update,PUT:/open-apis/aily/v1/sessions/:aily_session_id,3,"[""custom""]",[],1752154893,false,1,https://open.feishu.cn/document/aily-v1/aily_session/update
7358047310868283396,发送 Aily 消息,aily,aily,v1,aily_session.aily_message,create,该 API 用于向某个飞书 Aily 应用发送一条消息（Message）；每个消息从属于一个活跃的会话（Session）。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-aily_message/create,POST:/open-apis/aily/v1/sessions/:aily_session_id/messages,3,"[""custom""]",[],1752154928,false,1,https://open.feishu.cn/document/aily-v1/aily_session-aily_message/create
7358047310868152324,获取 Aily 消息,aily,aily,v1,aily_session.aily_message,get,该 API 用于获取某个飞书 Aily 应用的消息（Message）的详细信息；包括消息的内容、发送人等。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-aily_message/get,GET:/open-apis/aily/v1/sessions/:aily_session_id/messages/:aily_message_id,2,"[""custom""]",[],1752154940,false,1,https://open.feishu.cn/document/aily-v1/aily_session-aily_message/get
7358047310868168708,列出 Aily 消息,aily,aily,v1,aily_session.aily_message,list,该 API 用于列出某个飞书 Aily 应用的某个会话（Session）下消息（Message）的详细信息；包括消息的内容、发送人等。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-aily_message/list,GET:/open-apis/aily/v1/sessions/:aily_session_id/messages,1,"[""custom""]",[],1752154952,false,1,https://open.feishu.cn/document/aily-v1/aily_session-aily_message/list
7358047310868217860,取消运行,aily,aily,v1,aily_session.run,cancel,该 API 用于中止某个飞书 Aily 的一次运行。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/cancel,POST:/open-apis/aily/v1/sessions/:aily_session_id/runs/:run_id/cancel,1,"[""custom""]",[],1752203091,false,1,https://open.feishu.cn/document/aily-v1/aily_session-run/cancel
7358047310868185092,创建运行,aily,aily,v1,aily_session.run,create,该 API 用于在某个飞书 Aily 应用会话（Session）上创建一次运行（Run）。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/create,POST:/open-apis/aily/v1/sessions/:aily_session_id/runs,4,"[""custom""]",[],1752203065,false,1,https://open.feishu.cn/document/aily-v1/aily_session-run/create
7358047310868299780,获取运行,aily,aily,v1,aily_session.run,get,该 API 用于获取某个飞书 Aily 应用的运行（Run）的详细信息；包括运行的状态、结束时间等。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/get,GET:/open-apis/aily/v1/sessions/:aily_session_id/runs/:run_id,3,"[""custom""]",[],1752203074,false,1,https://open.feishu.cn/document/aily-v1/aily_session-run/get
7358047310868201476,列出运行,aily,aily,v1,aily_session.run,list,该 API 用于列出某个飞书 Aily 应用的运行（Run）的详细信息；包括状态、结束时间等。,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/list,GET:/open-apis/aily/v1/sessions/:aily_session_id/runs,2,"[""custom""]",[],1752203083,false,1,https://open.feishu.cn/document/aily-v1/aily_session-run/list
7441589456115892227,创建数据知识,aily,aily,v1,app.data_asset,create,在 Aily 中添加单个数据知识,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/create,POST:/open-apis/aily/v1/apps/:app_id/data_assets,5,"[""custom""]",[],1752154988,false,1,https://open.feishu.cn/document/aily-v1/data-knowledge/data-knowledge-management/create
7441589456115908611,删除数据知识,aily,aily,v1,app.data_asset,delete,删除 Aily 的数据知识,none,true,/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/delete,DELETE:/open-apis/aily/v1/apps/:app_id/data_assets/:data_asset_id,3,"[""custom""]",[],1752155012,false,1,https://open.feishu.cn/document/aily-v1/data-knowledge/data-knowledge-management/delete
